"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2016",50.746,
"DNK","GRADRATETRY","TRY","PC","A","2005",53.152,
"DNK","GRADRATETRY","TRY","PC","A","2010",58.126,
"DNK","GRADRATETRY","TRY","PC","A","2011",57.409,
"DNK","GRADRATETRY","TRY","PC","A","2012",57.159,
"DNK","GRADRATETRY","TRY","PC","A","2013",62.355,
"DNK","GRADRATETRY","TRY","PC","A","2014",64.332,
"DNK","GRADRATETRY","TRY","PC","A","2015",64.947,
"DNK","GRADRATETRY","TRY","PC","A","2016",70.258,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2005",41.32,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2010",45.513,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2011",46.899,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2012",47.404,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2013",52.271,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2014",53.389,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2015",54.905,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2016",60.745,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2005",65.165,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2010",71.065,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2011",68.217,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2012",67.213,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2013",72.738,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2014",75.607,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2015",75.314,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2016",80.133,
"FIN","GRADRATETRY","TRY","PC","A","2005",43.382,
"FIN","GRADRATETRY","TRY","PC","A","2010",49.861,
"FIN","GRADRATETRY","TRY","PC","A","2011",47.585,
"FIN","GRADRATETRY","TRY","PC","A","2012",48.368,
"FIN","GRADRATETRY","TRY","PC","A","2013",49.096,
"FIN","GRADRATETRY","TRY","PC","A","2014",48.909,
"FIN","GRADRATETRY","TRY","PC","A","2015",52.603,
"FIN","GRADRATETRY","TRY","PC","A","2016",50.99,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2005",33.934,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2010",42.438,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2011",37.528,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2012",38.99,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2013",41.051,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2014",40.573,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2015",44.166,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2016",43.209,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2005",53.228,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2010",57.612,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2011",58.116,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2012",58.169,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2013",57.493,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2014",57.619,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2015",61.419,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2016",59.129,
"FRA","GRADRATETRY","TRY","PC","A","2005",,"M"
"FRA","GRADRATETRY","TRY","PC","A","2010",,"M"
"FRA","GRADRATETRY","TRY","PC","A","2011",,"M"
"FRA","GRADRATETRY","TRY","PC","A","2012",,"M"
"FRA","GRADRATETRY","TRY","PC","A","2013",,"M"
"FRA","GRADRATETRY","TRY","PC","A","2014",,"M"
"FRA","GRADRATETRY","TRY","PC","A","2015",,"M"
"FRA","GRADRATETRY","TRY","PC","A","2016",,"M"
"FRA","GRADRATETRY","TRY_MEN","PC","A","2005",,"M"
"FRA","GRADRATETRY","TRY_MEN","PC","A","2010",,"M"
"FRA","GRADRATETRY","TRY_MEN","PC","A","2011",,"M"
"FRA","GRADRATETRY","TRY_MEN","PC","A","2012",,"M"
"FRA","GRADRATETRY","TRY_MEN","PC","A","2013",,"M"
"FRA","GRADRATETRY","TRY_MEN","PC","A","2014",,"M"
"FRA","GRADRATETRY","TRY_MEN","PC","A","2015",,"M"
"FRA","GRADRATETRY","TRY_MEN","PC","A","2016",,"M"
"FRA","GRADRATETRY","TRY_WOMEN","PC","A","2005",,"M"
"FRA","GRADRATETRY","TRY_WOMEN","PC","A","2010",,"M"
"FRA","GRADRATETRY","TRY_WOMEN","PC","A","2011",,"M"
"FRA","GRADRATETRY","TRY_WOMEN","PC","A","2012",,"M"
"FRA","GRADRATETRY","TRY_WOMEN","PC","A","2013",,"M"
"FRA","GRADRATETRY","TRY_WOMEN","PC","A","2014",,"M"
"FRA","GRADRATETRY","TRY_WOMEN","PC","A","2015",,"M"
"FRA","GRADRATETRY","TRY_WOMEN","PC","A","2016",,"M"
"DEU","GRADRATETRY","TRY","PC","A","2005",26.4,
"DEU","GRADRATETRY","TRY","PC","A","2010",34.403,
"DEU","GRADRATETRY","TRY","PC","A","2011",,"M"
"DEU","GRADRATETRY","TRY","PC","A","2012",,"M"
"DEU","GRADRATETRY","TRY","PC","A","2013",37.212,
"DEU","GRADRATETRY","TRY","PC","A","2014",37.824,
"DEU","GRADRATETRY","TRY","PC","A","2015",38.721,
"DEU","GRADRATETRY","TRY","PC","A","2016",38.307,
"DEU","GRADRATETRY","TRY_MEN","PC","A","2005",25.954,
"DEU","GRADRATETRY","TRY_MEN","PC","A","2010",33.287,
"DEU","GRADRATETRY","TRY_MEN","PC","A","2011",,"M"
"DEU","GRADRATETRY","TRY_MEN","PC","A","2012",,"M"
"DEU","GRADRATETRY","TRY_MEN","PC","A","2013",35.58,
"DEU","GRADRATETRY","TRY_MEN","PC","A","2014",36.133,
"DEU","GRADRATETRY","TRY_MEN","PC","A","2015",36.867,
"DEU","GRADRATETRY","TRY_MEN","PC","A","2016",35.177,
"DEU","GRADRATETRY","TRY_WOMEN","PC","A","2005",26.846,
"DEU","GRADRATETRY","TRY_WOMEN","PC","A","2010",35.584,
"DEU","GRADRATETRY","TRY_WOMEN","PC","A","2011",,"M"
"DEU","GRADRATETRY","TRY_WOMEN","PC","A","2012",,"M"
"DEU","GRADRATETRY","TRY_WOMEN","PC","A","2013",38.932,
"DEU","GRADRATETRY","TRY_WOMEN","PC","A","2014",39.604,
"DEU","GRADRATETRY","TRY_WOMEN","PC","A","2015",40.69,
"DEU","GRADRATETRY","TRY_WOMEN","PC","A","2016",41.749,
"GRC","GRADRATETRY","TRY","PC","A","2005",,"M"
"GRC","GRADRATETRY","TRY","PC","A","2010",,"M"
"GRC","GRADRATETRY","TRY","PC","A","2011",,"M"
"GRC","GRADRATETRY","TRY","PC","A","2012",,"M"
"GRC","GRADRATETRY","TRY","PC","A","2013",,"M"
"GRC","GRADRATETRY","TRY","PC","A","2014",,"M"
"GRC","GRADRATETRY","TRY","PC","A","2015",42.639,
"GRC","GRADRATETRY","TRY","PC","A","2016",44.947,
"GRC","GRADRATETRY","TRY_MEN","PC","A","2005",,"M"
"GRC","GRADRATETRY","TRY_MEN","PC","A","2010",,"M"
"GRC","GRADRATETRY","TRY_MEN","PC","A","2011",,"M"
"GRC","GRADRATETRY","TRY_MEN","PC","A","2012",,"M"
"GRC","GRADRATETRY","TRY_MEN","PC","A","2013",,"M"
"GRC","GRADRATETRY","TRY_MEN","PC","A","2014",,"M"
"GRC","GRADRATETRY","TRY_MEN","PC","A","2015",34.826,
"GRC","GRADRATETRY","TRY_MEN","PC","A","2016",35.266,
"GRC","GRADRATETRY","TRY_WOMEN","PC","A","2005",,"M"
"GRC","GRADRATETRY","TRY_WOMEN","PC","A","2010",,"M"
"GRC","GRADRATETRY","TRY_WOMEN","PC","A","2011",,"M"
"GRC","GRADRATETRY","TRY_WOMEN","PC","A","2012",,"M"
"GRC","GRADRATETRY","TRY_WOMEN","PC","A","2013",,"M"
"GRC","GRADRATETRY","TRY_WOMEN","PC","A","2014",,"M"
"GRC","GRADRATETRY","TRY_WOMEN","PC","A","2015",50.822,
"GRC","GRADRATETRY","TRY_WOMEN","PC","A","2016",54.971,
"HUN","GRADRATETRY","TRY","PC","A","2005",,"M"
"HUN","GRADRATETRY","TRY","PC","A","2010",,"M"
"HUN","GRADRATETRY","TRY","PC","A","2011",,"M"
"HUN","GRADRATETRY","TRY","PC","A","2012",,"M"
"HUN","GRADRATETRY","TRY","PC","A","2013",,"M"
"HUN","GRADRATETRY","TRY","PC","A","2014",36.143,
"HUN","GRADRATETRY","TRY","PC","A","2015",32.036,
"HUN","GRADRATETRY","TRY","PC","A","2016",31.451,
"HUN","GRADRATETRY","TRY_MEN","PC","A","2005",,"M"
"HUN","GRADRATETRY","TRY_MEN","PC","A","2010",,"M"
"HUN","GRADRATETRY","TRY_MEN","PC","A","2011",,"M"
"HUN","GRADRATETRY","TRY_MEN","PC","A","2012",,"M"
"HUN","GRADRATETRY","TRY_MEN","PC","A","2013",,"M"
"HUN","GRADRATETRY","TRY_MEN","PC","A","2014",26.921,
"HUN","GRADRATETRY","TRY_MEN","PC","A","2015",25.541,
"HUN","GRADRATETRY","TRY_MEN","PC","A","2016",24.693,
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2005",,"M"
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2010",,"M"
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2011",,"M"
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2012",,"M"
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2013",,"M"
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2014",45.796,
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2015",38.847,
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2016",38.529,
"ISL","GRADRATETRY","TRY","PC","A","2005",,"M"
"ISL","GRADRATETRY","TRY","PC","A","2010",,"M"
"ISL","GRADRATETRY","TRY","PC","A","2011",,"M"
"ISL","GRADRATETRY","TRY","PC","A","2012",,"M"
"ISL","GRADRATETRY","TRY","PC","A","2013",54.115,
"ISL","GRADRATETRY","TRY","PC","A","2016",51.378,
"ISL","GRADRATETRY","TRY_MEN","PC","A","2005",,"M"
"ISL","GRADRATETRY","TRY_MEN","PC","A","2010",,"M"
"ISL","GRADRATETRY","TRY_MEN","PC","A","2011",,"M"
"ISL","GRADRATETRY","TRY_MEN","PC","A","2012",,"M"
"ISL","GRADRATETRY","TRY_MEN","PC","A","2013",40.748,
"ISL","GRADRATETRY","TRY_MEN","PC","A","2016",38.203,
"ISL","GRADRATETRY","TRY_WOMEN","PC","A","2005",,"M"
"ISL","GRADRATETRY","TRY_WOMEN","PC","A","2010",,"M"
"ISL","GRADRATETRY","TRY_WOMEN","PC","A","2011",,"M"
"ISL","GRADRATETRY","TRY_WOMEN","PC","A","2012",,"M"
"ISL","GRADRATETRY","TRY_WOMEN","PC","A","2013",67.921,
"ISL","GRADRATETRY","TRY_WOMEN","PC","A","2016",65.326,
"IRL","GRADRATETRY","TRY","PC","A","2005",,"M"
"IRL","GRADRATETRY","TRY","PC","A","2010",,"M"
"IRL","GRADRATETRY","TRY","PC","A","2011",,"M"
"IRL","GRADRATETRY","TRY","PC","A","2012",,"M"
"IRL","GRADRATETRY","TRY","PC","A","2013",,"M"
"IRL","GRADRATETRY","TRY","PC","A","2014",,"M"
"IRL","GRADRATETRY","TRY","PC","A","2015",,"M"
"IRL","GRADRATETRY","TRY","PC","A","2016",,"M"
"IRL","GRADRATETRY","TRY_MEN","PC","A","2005",,"M"
"IRL","GRADRATETRY","TRY_MEN","PC","A","2010",,"M"
"IRL","GRADRATETRY","TRY_MEN","PC","A","2011",,"M"
"IRL","GRADRATETRY","TRY_MEN","PC","A","2012",,"M"
"IRL","GRADRATETRY","TRY_MEN","PC","A","2013",,"M"
"IRL","GRADRATETRY","TRY_MEN","PC","A","2014",,"M"
"IRL","GRADRATETRY","TRY_MEN","PC","A","2015",,"M"
"IRL","GRADRATETRY","TRY_MEN","PC","A","2016",,"M"
"IRL","GRADRATETRY","TRY_WOMEN","PC","A","2005",,"M"
"IRL","GRADRATETRY","TRY_WOMEN","PC","A","2010",,"M"
"IRL","GRADRATETRY","TRY_WOMEN","PC","A","2011",,"M"
"IRL","GRADRATETRY","TRY_WOMEN","PC","A","2012",,"M"
"IRL","GRADRATETRY","TRY_WOMEN","PC","A","2013",,"M"
"IRL","GRADRATETRY","TRY_WOMEN","PC","A","2014",,"M"
"IRL","GRADRATETRY","TRY_WOMEN","PC","A","2015",,"M"
"IRL","GRADRATETRY","TRY_WOMEN","PC","A","2016",,"M"
"ITA","GRADRATETRY","TRY","PC","A","2005",,"M"
"ITA","GRADRATETRY","TRY","PC","A","2010",,"M"
"ITA","GRADRATETRY","TRY","PC","A","2011",,"M"
"ITA","GRADRATETRY","TRY","PC","A","2012",,"M"
"ITA","GRADRATETRY","TRY","PC","A","2013",34.498,
"ITA","GRADRATETRY","TRY","PC","A","2014",34.119,
"ITA","GRADRATETRY","TRY","PC","A","2015",34.666,
"ITA","GRADRATETRY","TRY","PC","A","2016",36.026,
"ITA","GRADRATETRY","TRY_MEN","PC","A","2005",,"M"
"ITA","GRADRATETRY","TRY_MEN","PC","A","2010",,"M"
"ITA","GRADRATETRY","TRY_MEN","PC","A","2011",,"M"
"ITA","GRADRATETRY","TRY_MEN","PC","A","2012",,"M"
"ITA","GRADRATETRY","TRY_MEN","PC","A","2013",27.714,
"ITA","GRADRATETRY","TRY_MEN","PC","A","2014",26.891,
"ITA","GRADRATETRY","TRY_MEN","PC","A","2015",27.76,
"ITA","GRADRATETRY","TRY_MEN","PC","A","2016",29.225,
"ITA","GRADRATETRY","TRY_WOMEN","PC","A","2005",,"M"
"ITA","GRADRATETRY","TRY_WOMEN","PC","A","2010",,"M"
"ITA","GRADRATETRY","TRY_WOMEN","PC","A","2011",,"M"
"ITA","GRADRATETRY","TRY_WOMEN","PC","A","2012",,"M"
"ITA","GRADRATETRY","TRY_WOMEN","PC","A","2013",41.485,
"ITA","GRADRATETRY","TRY_WOMEN","PC","A","2014",41.615,
"ITA","GRADRATETRY","TRY_WOMEN","PC","A","2015",41.892,
"ITA","GRADRATETRY","TRY_WOMEN","PC","A","2016",43.193,
"JPN","GRADRATETRY","TRY","PC","A","2005",,"M"
"JPN","GRADRATETRY","TRY","PC","A","2010",,"M"
"JPN","GRADRATETRY","TRY","PC","A","2011",,"M"
"JPN","GRADRATETRY","TRY","PC","A","2012",,"M"
"JPN","GRADRATETRY","TRY","PC","A","2013",70.764,
"JPN","GRADRATETRY","TRY","PC","A","2014",71.098,
"JPN","GRADRATETRY","TRY","PC","A","2015",72.123,
"JPN","GRADRATETRY","TRY","PC","A","2016",72.234,
"JPN","GRADRATETRY","TRY_MEN","PC","A","2005",,"M"
"JPN","GRADRATETRY","TRY_MEN","PC","A","2010",,"M"
"JPN","GRADRATETRY","TRY_MEN","PC","A","2011",,"M"
"JPN","GRADRATETRY","TRY_MEN","PC","A","2012",,"M"
"JPN","GRADRATETRY","TRY_MEN","PC","A","2013",67.671,
"JPN","GRADRATETRY","TRY_MEN","PC","A","2014",67.715,
"JPN","GRADRATETRY","TRY_MEN","PC","A","2015",67.995,
"JPN","GRADRATETRY","TRY_MEN","PC","A","2016",68.041,
"JPN","GRADRATETRY","TRY_WOMEN","PC","A","2005",,"M"
"JPN","GRADRATETRY","TRY_WOMEN","PC","A","2010",,"M"
"JPN","GRADRATETRY","TRY_WOMEN","PC","A","2011",,"M"
"JPN","GRADRATETRY","TRY_WOMEN","PC","A","2012",,"M"
"JPN","GRADRATETRY","TRY_WOMEN","PC","A","2013",74.007,
"JPN","GRADRATETRY","TRY_WOMEN","PC","A","2014",74.664,
"JPN","GRADRATETRY","TRY_WOMEN","PC","A","2015",76.487,
"JPN","GRADRATETRY","TRY_WOMEN","PC","A","2016",76.653,
"KOR","GRADRATETRY","TRY","PC","A","2005",,"M"
"KOR","GRADRATETRY","TRY","PC","A","2010",,"M"
"KOR","GRADRATETRY","TRY","PC","A","2011",,"M"
"KOR","GRADRATETRY","TRY","PC","A","2012",,"M"
"KOR","GRADRATETRY","TRY","PC","A","2013",,"M"
"KOR","GRADRATETRY","TRY","PC","A","2014",,"M"
"KOR","GRADRATETRY","TRY","PC","A","2015",,"M"
"KOR","GRADRATETRY","TRY","PC","A","2016",,"M"
"KOR","GRADRATETRY","TRY_MEN","PC","A","2005",,"M"
"KOR","GRADRATETRY","TRY_MEN","PC","A","2010",,"M"
"KOR","GRADRATETRY","TRY_MEN","PC","A","2011",,"M"
"KOR","GRADRATETRY","TRY_MEN","PC","A","2012",,"M"
"KOR","GRADRATETRY","TRY_MEN","PC","A","2013",,"M"
"KOR","GRADRATETRY","TRY_MEN","PC","A","2014",,"M"
"KOR","GRADRATETRY","TRY_MEN","PC","A","2015",,"M"
"KOR","GRADRATETRY","TRY_MEN","PC","A","2016",,"M"
"KOR","GRADRATETRY","TRY_WOMEN","PC","A","2005",,"M"
"KOR","GRADRATETRY","TRY_WOMEN","PC","A","2010",,"M"
"KOR","GRADRATETRY","TRY_WOMEN","PC","A","2011",,"M"
"KOR","GRADRATETRY","TRY_WOMEN","PC","A","2012",,"M"
"KOR","GRADRATETRY","TRY_WOMEN","PC","A","2013",,"M"
"KOR","GRADRATETRY","TRY_WOMEN","PC","A","2014",,"M"
"KOR","GRADRATETRY","TRY_WOMEN","PC","A","2015",,"M"
"KOR","GRADRATETRY","TRY_WOMEN","PC","A","2016",,"M"
"LUX","GRADRATETRY","TRY","PC","A","2005",,"M"
"LUX","GRADRATETRY","TRY","PC","A","2010",,"M"
"LUX","GRADRATETRY","TRY","PC","A","2011",,"M"
"LUX","GRADRATETRY","TRY","PC","A","2012",,"M"
"LUX","GRADRATETRY","TRY","PC","A","2013",15.816,
"LUX","GRADRATETRY","TRY","PC","A","2014",21.643,
"LUX","GRADRATETRY","TRY","PC","A","2015",18.186,
"LUX","GRADRATETRY","TRY","PC","A","2016",17.992,
"LUX","GRADRATETRY","TRY_MEN","PC","A","2005",,"M"
"LUX","GRADRATETRY","TRY_MEN","PC","A","2010",,"M"
"LUX","GRADRATETRY","TRY_MEN","PC","A","2011",,"M"
"LUX","GRADRATETRY","TRY_MEN","PC","A","2012",,"M"
"LUX","GRADRATETRY","TRY_MEN","PC","A","2013",13.848,
"LUX","GRADRATETRY","TRY_MEN","PC","A","2014",18.399,
